"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","CC","GO:0022626","cytosolic ribosome",38,-0.661325245361638,-2.78358896277418,2.74134434582434e-09,2.44939117299405e-06,2.26521611733906e-06,157,"tags=95%, list=35%, signal=67%","RPL36/RPS7/RPL7/RPS27A/RPL17/RPL34/RPS8/RPL23A/UBA52/RPL22/RPL5/RPL15/RPS11/RPL27/RPS20/RPL10A/RPL21/RPL37/RPS6/RPSA/RPS2/RPL38/RPLP2/RPS17/RPS3A/ISG15/RPL23/RPL6/RPL37A/RPS10/RPL4/RPL27A/RPS29/RPS16/RPL13A/RPS4Y1"
"2","CC","GO:0044391","ribosomal subunit",38,-0.661325245361638,-2.78358896277418,2.74134434582434e-09,2.44939117299405e-06,2.26521611733906e-06,157,"tags=95%, list=35%, signal=67%","RPL36/RPS7/RPL7/RPS27A/RPL17/RPL34/RPS8/RPL23A/UBA52/RPL22/RPL5/RPL15/RPS11/RPL27/RPS20/RPL10A/RPL21/RPL37/RPS6/RPSA/RPS2/RPL38/RPLP2/RPS17/RPS3A/ISG15/RPL23/RPL6/RPL37A/RPS10/RPL4/RPL27A/RPS29/RPS16/RPL13A/RPS4Y1"
"3","MF","GO:0003735","structural constituent of ribosome",39,-0.636121745447635,-2.69040560318425,1.9923967574161e-08,8.90103251375643e-06,8.23174449774547e-06,157,"tags=92%, list=35%, signal=66%","RPL36/RPS7/RPL7/RPS27A/RPL17/RPL34/RPS8/RPL23A/UBA52/RPL22/RPL5/RPL15/RPS11/RPL27/RPS20/RPL10A/RPL21/RPL37/RPS6/RPSA/RPS2/RPL38/RPLP2/RPS17/RPS3A/ISG15/RPL23/RPL6/RPL37A/RPS10/RPL4/RPL27A/RPS29/RPS16/RPL13A/RPS4Y1"
"4","CC","GO:0005840","ribosome",39,-0.636121745447635,-2.69040560318425,1.9923967574161e-08,8.90103251375643e-06,8.23174449774547e-06,157,"tags=92%, list=35%, signal=66%","RPL36/RPS7/RPL7/RPS27A/RPL17/RPL34/RPS8/RPL23A/UBA52/RPL22/RPL5/RPL15/RPS11/RPL27/RPS20/RPL10A/RPL21/RPL37/RPS6/RPSA/RPS2/RPL38/RPLP2/RPS17/RPS3A/ISG15/RPL23/RPL6/RPL37A/RPS10/RPL4/RPL27A/RPS29/RPS16/RPL13A/RPS4Y1"
"5","BP","GO:0002181","cytoplasmic translation",39,-0.581994702554483,-2.46148134375486,1.48345993447384e-06,0.000530188580580952,0.000490322546762934,160,"tags=90%, list=36%, signal=63%","MCTS1/RPL36/RPS7/RPL7/RPS27A/RPL17/RPL34/RPS8/RPL23A/UBA52/RPL22/RPL5/RPL15/RPS11/RPL27/RPS20/RPL10A/RPL21/RPL37/RPS6/RPSA/RPS2/RPL38/RPLP2/RPS17/RPS3A/RPL23/RPL6/RPL37A/RPS10/RPL4/RPL27A/RPS29/RPS16/RPL13A"
"6","BP","GO:0051607","defense response to virus",16,-0.73768907321247,-2.46333846465817,6.38285556483846e-06,0.00162945184205233,0.00150692981004457,55,"tags=69%, list=12%, signal=63%","TRIM22/DTX3L/IRF9/NLRC5/TRIM21/PARP9/IRF1/IFI44L/GBP1/IFIT3/STAT1"
"7","BP","GO:0140546","defense response to symbiont",16,-0.73768907321247,-2.46333846465817,6.38285556483846e-06,0.00162945184205233,0.00150692981004457,55,"tags=69%, list=12%, signal=63%","TRIM22/DTX3L/IRF9/NLRC5/TRIM21/PARP9/IRF1/IFI44L/GBP1/IFIT3/STAT1"
"8","CC","GO:0015934","large ribosomal subunit",22,-0.651764705882353,-2.42937023606342,1.34342094575814e-05,0.00266743692229978,0.00246686653197694,171,"tags=95%, list=38%, signal=62%","RPL36/RPL7/RPL17/RPL34/RPL23A/UBA52/RPL22/RPL5/RPL15/RPL27/RPL10A/RPL21/RPL37/RPL38/RPLP2/RPL23/RPL6/RPL37A/RPL4/RPL27A/RPL13A"
"9","CC","GO:0022625","cytosolic large ribosomal subunit",22,-0.651764705882353,-2.42937023606342,1.34342094575814e-05,0.00266743692229978,0.00246686653197694,171,"tags=95%, list=38%, signal=62%","RPL36/RPL7/RPL17/RPL34/RPL23A/UBA52/RPL22/RPL5/RPL15/RPL27/RPL10A/RPL21/RPL37/RPL38/RPLP2/RPL23/RPL6/RPL37A/RPL4/RPL27A/RPL13A"
"10","BP","GO:0009615","response to virus",21,-0.653475508059995,-2.39383230323083,2.10772071950022e-05,0.00342408811431535,0.00316662347331611,55,"tags=52%, list=12%, signal=48%","TRIM22/DTX3L/IRF9/NLRC5/TRIM21/PARP9/IRF1/IFI44L/GBP1/IFIT3/STAT1"
"11","BP","GO:0034341","response to interferon-gamma",17,-0.699227779859912,-2.38009477978725,2.10489267767194e-05,0.00342408811431535,0.00316662347331611,46,"tags=65%, list=10%, signal=60%","RPL13A/NLRC5/TRIM21/PARP9/IRF1/GBP2/SOCS1/GBP4/GBP1/GBP5/STAT1"
"12","BP","GO:0071346","cellular response to interferon-gamma",14,-0.731138884758958,-2.35188372315978,3.16964974744564e-05,0.00449986014467891,0.00416150586230724,65,"tags=71%, list=15%, signal=63%","RPL13A/NLRC5/PARP9/IRF1/GBP2/SOCS1/GBP4/GBP1/GBP5/STAT1"
"13","BP","GO:0045087","innate immune response",37,-0.531309073511389,-2.24059420535909,3.50176525450903e-05,0.00449986014467891,0.00416150586230724,73,"tags=46%, list=16%, signal=42%","TRAFD1/RPL13A/IFI35/TRIM22/DTX3L/NLRC5/TRIM21/PARP9/IRF1/GBP2/SOCS1/ALPK1/GBP4/GBP1/IFIT3/GBP5/STAT1"
"14","MF","GO:0005198","structural molecule activity",47,-0.501653006243928,-2.21477334288745,3.52535209991633e-05,0.00449986014467891,0.00416150586230724,157,"tags=81%, list=35%, signal=59%","RPL36/RPS7/RPL7/RPS27A/RPL17/RPL34/RPS8/RPL23A/UBA52/RPL22/RPL5/RPL15/RPS11/RPL27/RPS20/RPL10A/RPL21/RPL37/RPS6/RPSA/RPS2/RPL38/RPLP2/RPS17/RPS3A/ISG15/RPL23/RPL6/RPL37A/RPS10/RPL4/RPL27A/RPS29/ANK3/RPS16/RPL13A/ANK2/RPS4Y1"
"15","BP","GO:0060333","interferon-gamma-mediated signaling pathway",5,-0.909502262443439,-2.08880960252266,5.6416272252102e-05,0.00672105856763375,0.00621568753935439,46,"tags=100%, list=10%, signal=91%","PARP9/IRF1/SOCS1/STAT1"
"16","BP","GO:0098542","defense response to other organism",44,-0.499055384883024,-2.17267248957451,7.91038085384857e-05,0.00883490661614212,0.00817059075035674,65,"tags=43%, list=15%, signal=41%","TRAFD1/RPL13A/IFI35/TRIM22/DTX3L/IRF9/NLRC5/TRIM21/PARP9/IRF1/GBP2/SOCS1/ALPK1/IFI44L/GBP4/GBP1/IFIT3/GBP5/STAT1"
"17","BP","GO:0140467","integrated stress response signaling",5,0.886877828054299,1.95228461406525,0.000265300866264615,0.027887802824404,0.0257908582065292,55,"tags=100%, list=12%, signal=89%","FOS/PPP1R15A/JUN/DDIT3/HSPA5"
"18","BP","GO:0043207","response to external biotic stimulus",60,-0.424487462802497,-1.96961636749303,0.000429303598422682,0.0403771331779648,0.0373410886162665,65,"tags=37%, list=15%, signal=36%","RPL13A/PDE4B/SOD2/IFI35/TRIM22/DTX3L/IRF9/NLRC5/TRIM21/RGS1/PARP9/IRF1/GBP2/SOCS1/ALPK1/IFI44L/GBP4/BAIAP2L1/GBP1/IFIT3/GBP5/STAT1"
"19","BP","GO:0051707","response to other organism",60,-0.424487462802497,-1.96961636749303,0.000429303598422682,0.0403771331779648,0.0373410886162665,65,"tags=37%, list=15%, signal=36%","RPL13A/PDE4B/SOD2/IFI35/TRIM22/DTX3L/IRF9/NLRC5/TRIM21/RGS1/PARP9/IRF1/GBP2/SOCS1/ALPK1/IFI44L/GBP4/BAIAP2L1/GBP1/IFIT3/GBP5/STAT1"
