"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","hsa03010","Ribosome",26,-0.584269662921348,-2.82237787279061,2.79594706952753e-06,8.74007476720074e-05,3.94289087242139e-05,175,"tags=100%, list=46%, signal=58%","6188/6156/6137/6135/6143/6233/6176/6206/6181/6132/6228/6217/6134/6129/6159/6193/6161/6202/6207/6133/6142/6189/6229/6187/6192"
"2","hsa04940","Type I diabetes mellitus",13,0.792881959810027,2.27578946380098,3.5673774560003e-06,8.74007476720074e-05,3.94289087242139e-05,72,"tags=85%, list=19%, signal=71%","3127/3115/3123/3113/3122/3108/356/3117/3002/5551/3119"
"3","hsa04640","Hematopoietic cell lineage",13,0.772402967783775,2.21700911988475,1.22830549348743e-05,0.000139664961782946,6.30067496765171e-05,72,"tags=77%, list=19%, signal=65%","3127/925/3115/3123/3113/926/3122/3108/3117/3119"
"4","hsa05332","Graft-versus-host disease",14,0.751773905433836,2.21299034489773,1.25321748921112e-05,0.000139664961782946,6.30067496765171e-05,72,"tags=79%, list=19%, signal=66%","3127/3115/3123/3113/3122/3108/356/3117/3002/5551/3119"
"5","hsa05323","Rheumatoid arthritis",10,0.807716132221877,2.14580048147997,1.42515267125455e-05,0.000139664961782946,6.30067496765171e-05,72,"tags=90%, list=19%, signal=75%","3127/3115/6352/3123/3113/3122/3108/3117/3119"
"6","hsa05171","Coronavirus disease - COVID-19",30,-0.492829226290907,-2.48781801570533,3.94782994808208e-05,0.000214937408284469,9.6964244338858e-05,175,"tags=97%, list=46%, signal=57%","6171/6188/6156/6137/6135/6143/6233/6176/6206/6181/6132/6228/6217/6134/6129/6159/6193/6161/6202/6207/6133/6142/6189/6229/3716/6187/3572/6772/6192"
"7","hsa04612","Antigen processing and presentation",17,0.693603326391103,2.17057352539424,3.75791752372986e-05,0.000214937408284469,9.6964244338858e-05,72,"tags=65%, list=19%, signal=55%","3127/925/3822/3115/3123/3113/926/3122/3108/3117/3119"
"8","hsa05320","Autoimmune thyroid disease",14,0.730263382346437,2.1496700040851,3.16270806593176e-05,0.000214937408284469,9.6964244338858e-05,72,"tags=79%, list=19%, signal=66%","3127/3115/3123/3113/3122/3108/356/3117/3002/5551/3119"
"9","hsa05330","Allograft rejection",14,0.730263382346437,2.1496700040851,3.16270806593176e-05,0.000214937408284469,9.6964244338858e-05,72,"tags=79%, list=19%, signal=66%","3127/3115/3123/3113/3122/3108/356/3117/3002/5551/3119"
"10","hsa05321","Inflammatory bowel disease",11,0.742427855678032,2.03207224348957,0.000137922651638129,0.000675820993026833,0.000304881650989549,72,"tags=82%, list=19%, signal=68%","3127/3115/3123/3113/30009/3122/3108/3117/3119"
"11","hsa04514","Cell adhesion molecules",20,0.619803724737176,2.00910572893428,0.000152208137093174,0.000678018065233228,0.000305872811383411,99,"tags=70%, list=26%, signal=55%","3127/925/3115/3123/3113/201633/926/3122/3108/3117/3688/3119/965/4267"
"12","hsa05140","Leishmaniasis",13,0.690092778896486,1.98075622206621,0.00072044071758896,0.00278229637932897,0.0012551712989454,72,"tags=69%, list=19%, signal=58%","3127/3115/3123/3113/3122/3108/3117/3688/3119"
"13","hsa04658","Th1 and Th2 cell differentiation",15,0.646277795692846,1.93121304715182,0.000738160263903604,0.00278229637932897,0.0012551712989454,72,"tags=60%, list=19%, signal=51%","3127/3115/3123/3113/30009/3122/3108/3117/3119"
