"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","CC","GO:0022626","cytosolic ribosome",46,-0.520644661610614,-3.08196304036933,2.88164092760367e-09,7.65075666278773e-06,7.38610069338413e-06,314,"tags=89%, list=38%, signal=58%","RPL37A/RPL23/RPS29/RPL36/RPS11/RPL28/RPL35A/RPL26/RPS12/RPL7A/RPS14/RPL15/RPS13/RPS18/RPS23/RPS16/RPS15A/RPS26/RACK1/RPL13/RPS24/RPS27A/RPL8/RPL18/RPL10/RPL10A/RPL34/RPL4/RPS3/RPS5/RPLP0/RPS8/RPL38/EIF2A/RPL3/RPS4X/RPS3A/RPL9/RPL21/RPS6/RPL41"
"2","BP","GO:0002181","cytoplasmic translation",52,-0.484811969534144,-2.81765851256182,1.27923399913714e-08,1.69818313385456e-05,1.63943936205208e-05,276,"tags=87%, list=34%, signal=61%","RPL37A/RPL23/RPS29/RPL36/RPS11/RPL28/RPL35A/RPL26/RPS12/RPL7A/RPS14/RPL15/RPS13/RPS18/RPS23/RPS16/RPS15A/RPS26/RACK1/RPL13/RPS24/RPS27A/RPL8/RPL18/EIF3L/RPL10/RPL10A/RPL34/RPL4/RPS3/RPS5/RPLP0/RPS8/RPL38/EIF3F/PKM/RPL3/RPS4X/EIF4B/RPS3A/RPL9/RPL21/PABPC1/RPS6/RPL41"
"3","CC","GO:0022625","cytosolic large ribosomal subunit",22,-0.657861635220126,-2.88619679640243,8.98174923643032e-08,7.94884807424083e-05,7.67388048796766e-05,295,"tags=100%, list=36%, signal=66%","RPL37A/RPL23/RPL36/RPL28/RPL35A/RPL26/RPL7A/RPL15/RPL13/RPL8/RPL18/RPL10/RPL10A/RPL34/RPL4/RPLP0/RPL38/RPL3/RPL9/RPL21/RPL41"
"4","BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation",8,-0.841293962150763,-2.48597769416353,6.91640555623275e-06,0.00367261135035959,0.00354556790093195,100,"tags=88%, list=12%, signal=78%","JUNB/NFKBIZ/IL23A/SMAD7/BATF/SOCS1/IL4R"
"5","BP","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation",7,-0.88641975308642,-2.41196683691842,6.15708349016086e-06,0.00367261135035959,0.00354556790093195,100,"tags=100%, list=12%, signal=89%","NFKBIZ/IL23A/SMAD7/BATF/SOCS1/IL4R"
"6","CC","GO:0005925","focal adhesion",58,-0.367272687621199,-2.26841885024665,2.68367140868288e-05,0.0108487643899424,0.0104734825213638,277,"tags=79%, list=34%, signal=56%","YWHAB/RPL37A/ACTB/RPL23/ARPC1B/B2M/RPS29/RPS11/RHOG/RPL7A/RPS14/RPS13/PCBP2/RPS18/RPS16/NPM1/PPIB/RAC2/ACTG1/RPL8/RPL18/RPL10A/RPL4/RPS3/RPS5/RPLP0/RPS8/RPL38/CALR/CORO1B/ACTN1/MAP2K2/RPL3/RPS4X/RPS3A/RPL9/ZYX/ITGA6/HSP90B1/PABPC1/CD99/CD44/P4HB/HYOU1/DPP4/HSPA5"
"7","BP","GO:0045622","regulation of T-helper cell differentiation",6,-0.885326757090012,-2.24521947522991,2.86031452842173e-05,0.0108487643899424,0.0104734825213638,100,"tags=100%, list=12%, signal=88%","NFKBIZ/IL23A/SMAD7/BATF/IL4R"
"8","CC","GO:0030055","cell-substrate junction",59,-0.350814994830504,-2.17345074521671,4.57653890214707e-05,0.0151883884815006,0.0146629897720107,277,"tags=78%, list=34%, signal=56%","YWHAB/RPL37A/ACTB/RPL23/ARPC1B/B2M/RPS29/RPS11/RHOG/RPL7A/RPS14/RPS13/PCBP2/RPS18/RPS16/NPM1/PPIB/RAC2/ACTG1/RPL8/RPL18/RPL10A/RPL4/RPS3/RPS5/RPLP0/RPS8/RPL38/CALR/CORO1B/ACTN1/MAP2K2/RPL3/RPS4X/RPS3A/RPL9/ZYX/ITGA6/HSP90B1/PABPC1/CD99/CD44/P4HB/HYOU1/DPP4/HSPA5"
"9","BP","GO:0002287","alpha-beta T cell activation involved in immune response",7,-0.832261168546816,-2.26460018653735,0.000111699687631672,0.0211830479044349,0.0204502811566256,100,"tags=86%, list=12%, signal=76%","JUNB/NFKBIZ/IL23A/SMAD7/BATF/IL4R"
"10","BP","GO:0002292","T cell differentiation involved in immune response",7,-0.832261168546816,-2.26460018653735,0.000111699687631672,0.0211830479044349,0.0204502811566256,100,"tags=86%, list=12%, signal=76%","JUNB/NFKBIZ/IL23A/SMAD7/BATF/IL4R"
