"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","CC","GO:0022626","cytosolic ribosome",43,-0.705461889059618,-3.49745976697966,1e-10,2.726e-07,2.55578947368421e-07,280,"tags=98%, list=32%, signal=70%","RPL36/RPS3/RPS25/RPS14/RPL23A/RPL13/RPS8/RPL39/RPL34/RPS27A/RPL3/RPL17/RPS21/RPS27/RPL23/RPS11/RPS2/UBA52/RPL22/RPL15/RPSA/RPL5/RPS6/RPL10A/RPS20/RPS17/RPL27/RPL37/RPL21/RPS3A/RPL38/RPL27A/RPL6/RPLP2/RPL4/RPL37A/RPL13A/RPS16/RPS10/RPS29/ISG15/RPS4Y1"
"2","MF","GO:0003735","structural constituent of ribosome",49,-0.566078983900604,-2.8819314674881,1.02180327480466e-08,1.39271786355876e-05,1.30575702696091e-05,285,"tags=88%, list=32%, signal=63%","MRPS22/RPL36/RPS3/RPS25/RPS14/RPL23A/RPL13/RPS8/RPL39/RPL34/RPS27A/RPL3/RPL17/RPS21/RPS27/RPL23/RPS11/RPS2/UBA52/RPL22/RPL15/RPSA/RPL5/RPS6/RPL10A/RPS20/RPS17/RPL27/RPL37/RPL21/RPS3A/RPL38/RPL27A/RPL6/RPLP2/RPL4/RPL37A/RPL13A/RPS16/RPS10/RPS29/ISG15/RPS4Y1"
"3","CC","GO:0044391","ribosomal subunit",50,-0.547270033343017,-2.76759800913311,2.66187741529844e-08,2.41875927803452e-05,2.26773275941916e-05,285,"tags=86%, list=32%, signal=62%","MRPS22/RPL36/RPS3/RPS25/RPS14/RPL23A/RPL13/RPS8/RPL39/RPL34/RPS27A/RPL3/RPL17/RPS21/RPS27/RPL23/RPS11/RPS2/UBA52/RPL22/RPL15/RPSA/RPL5/RPS6/RPL10A/RPS20/RPS17/RPL27/RPL37/RPL21/RPS3A/RPL38/RPL27A/RPL6/RPLP2/RPL4/RPL37A/RPL13A/RPS16/RPS10/RPS29/ISG15/RPS4Y1"
"4","BP","GO:0009615","response to virus",44,-0.567322126991099,-2.83351941656954,5.4905641066528e-08,3.74181943868389e-05,3.5081814870929e-05,176,"tags=61%, list=20%, signal=52%","IRF7/ISG20/TPT1/DDX3X/CCT5/ADAR/TANK/IRF9/NLRC5/LGALS9/STAT2/BST2/TRIM22/OAS1/IFI44/PARP9/TRIM21/IRF1/CXCR4/IFI6/ATG7/DDX60/IFI44L/ISG15/STAT1/GBP1/IFIT3"
"5","CC","GO:0005840","ribosome",51,-0.523893302124954,-2.66151939475378,7.5867571121769e-08,4.13629997755885e-05,3.87803079334011e-05,285,"tags=84%, list=32%, signal=61%","MRPS22/RPL36/RPS3/RPS25/RPS14/RPL23A/RPL13/RPS8/RPL39/RPL34/RPS27A/RPL3/RPL17/RPS21/RPS27/RPL23/RPS11/RPS2/UBA52/RPL22/RPL15/RPSA/RPL5/RPS6/RPL10A/RPS20/RPS17/RPL27/RPL37/RPL21/RPS3A/RPL38/RPL27A/RPL6/RPLP2/RPL4/RPL37A/RPL13A/RPS16/RPS10/RPS29/ISG15/RPS4Y1"
"6","BP","GO:0051607","defense response to virus",30,-0.625445956868328,-2.72685607824583,1.98211318072554e-07,7.71891504379687e-05,7.23694857564151e-05,176,"tags=70%, list=20%, signal=58%","IRF7/ISG20/ADAR/TANK/IRF9/NLRC5/STAT2/BST2/TRIM22/OAS1/PARP9/TRIM21/IRF1/IFI6/ATG7/DDX60/IFI44L/ISG15/STAT1/GBP1/IFIT3"
"7","BP","GO:0140546","defense response to symbiont",30,-0.625445956868328,-2.72685607824583,1.98211318072554e-07,7.71891504379687e-05,7.23694857564151e-05,176,"tags=70%, list=20%, signal=58%","IRF7/ISG20/ADAR/TANK/IRF9/NLRC5/STAT2/BST2/TRIM22/OAS1/PARP9/TRIM21/IRF1/IFI6/ATG7/DDX60/IFI44L/ISG15/STAT1/GBP1/IFIT3"
"8","CC","GO:0022625","cytosolic large ribosomal subunit",24,-0.676690557603684,-2.74398915071368,2.56144868523461e-07,8.72813639493693e-05,8.18315448388109e-05,262,"tags=96%, list=30%, signal=69%","RPL36/RPL23A/RPL13/RPL39/RPL34/RPL3/RPL17/RPL23/UBA52/RPL22/RPL15/RPL5/RPL10A/RPL27/RPL37/RPL21/RPL38/RPL27A/RPL6/RPLP2/RPL4/RPL37A/RPL13A"
"9","BP","GO:0002181","cytoplasmic translation",48,-0.510143771359781,-2.59889764346651,4.64579362020989e-07,0.000135941770170038,0.000127453611604762,280,"tags=85%, list=32%, signal=62%","RPL36/RPS3/RPS25/RPS14/RPL23A/RPL13/RPS8/RPL39/RPL34/RPS27A/RPL3/RPL17/RPS21/RPS27/RPL23/RPS11/RPS2/UBA52/RPL22/RPL15/RPSA/RPL5/RPS6/EIF3L/RPL10A/RPS20/RPS17/RPL27/RPL37/RPL21/RPS3A/RPL38/RPL27A/RPL6/RPLP2/RPL4/RPL37A/RPL13A/RPS16/RPS10/RPS29"
"10","BP","GO:0043207","response to external biotic stimulus",98,-0.388711467555028,-2.2611859676402,5.4855446510287e-07,0.000135941770170038,0.000127453611604762,179,"tags=46%, list=20%, signal=41%","ACTG1/IRF7/ISG20/TPT1/DDX3X/CCT5/TAP2/ADAR/TANK/CD74/GBP2/IRF9/PDCD4/PDE4B/RPL13A/RNF213/NLRC5/LGALS9/STAT2/SOCS1/BST2/IFI35/TRIM22/IKZF3/OAS1/ALPK1/PARP14/IFI44/PARP9/TRIM21/IRF1/CXCR4/MIAT/IFI6/GBP4/ATG7/DDX60/IFI44L/BAIAP2L1/ISG15/RGS1/GBP5/STAT1/GBP1/IFIT3"
