"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","hsa04621","NOD-like receptor signaling pathway",27,-0.74666455399402,-2.85818969702821,6.07483739362077e-09,1.02664751952191e-06,8.24898972396925e-07,117,"tags=56%, list=8%, signal=52%","2635/7295/2634/3326/4790/10379/23236/10010/115361/330/115362/6772/2633/3576/3553"
"2","hsa03010","Ribosome",57,-0.593678933385389,-2.70068384070999,1.40179420109843e-08,1.18451609992818e-06,9.51744483903673e-07,474,"tags=91%, list=34%, signal=63%","6130/6141/6125/23521/6164/6207/6206/6147/6228/6176/6165/6154/6144/6229/9349/6188/6138/7311/6223/6218/6234/6230/6233/6137/6231/6194/6170/64968/6208/6202/9553/6173/6175/6167/6155/4736/6124/6232/3921/64928/6169/6181/6227/6217/6187/6157/6189/6168/6235/6204/100529239/6192"
"3","hsa05171","Coronavirus disease - COVID-19",67,-0.523408117679904,-2.48011854067417,3.57557738873412e-07,2.01424192898689e-05,1.61841923911123e-05,467,"tags=85%, list=33%, signal=59%","6141/6125/23521/6164/6207/6206/6147/6228/6176/6165/6154/6144/6229/9349/6188/6138/7311/6223/6218/6234/6230/6233/6137/4599/6231/6194/6170/6208/6202/6173/6175/4792/6167/6155/4736/6124/6232/5293/3921/6169/6181/6227/6217/9636/6187/6157/6189/6168/6235/4790/6204/10379/100529239/6192/6772/3576/3553"
"4","hsa04060","Cytokine-cytokine receptor interaction",20,-0.683084479232135,-2.38414010590342,5.69527097183077e-05,0.0024062519855985,0.00193339461938465,97,"tags=40%, list=7%, signal=38%","8784/8743/7852/3595/9235/2833/3576/3553"
"5","hsa04514","Cell adhesion molecules",17,-0.687811224959317,-2.27406251777439,0.000135453519293503,0.00457832895212039,0.00367863241870775,180,"tags=53%, list=13%, signal=47%","925/926/201633/6402/914/923/3383/4684/3135"
"6","hsa05164","Influenza A",27,-0.585248869496329,-2.24029958305107,0.0003224623137196,0.0065096212814549,0.00523040264906684,101,"tags=26%, list=7%, signal=25%","4790/8743/10379/3383/6772/3576/3553"
"7","hsa04625","C-type lectin receptor signaling pathway",21,-0.628361267286758,-2.23044190263555,0.000298356508349126,0.0065096212814549,0.00523040264906684,322,"tags=62%, list=23%, signal=48%","4792/5530/5293/10000/1540/5971/4791/3659/4790/10379/602/6772/3553"
"8","hsa05145","Toxoplasmosis",17,-0.672964037579903,-2.22497429256275,0.000239256653627213,0.0065096212814549,0.00523040264906684,101,"tags=41%, list=7%, signal=39%","4790/10105/3312/330/3303/6772/8651"
"9","hsa04217","Necroptosis",22,-0.586206482397596,-2.11949550302079,0.000346666222089314,0.0065096212814549,0.00523040264906684,258,"tags=50%, list=18%, signal=41%","3718/51510/1540/356/2495/3326/8743/10379/330/6772/3553"
"10","hsa04064","NF-kappa B signaling pathway",17,-0.651186564411607,-2.15297294442135,0.000455433328629351,0.00769682325383604,0.00618430519928277,34,"tags=53%, list=2%, signal=52%","1540/5971/4791/4790/330/7185/3383/3576/3553"
