"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","BP","GO:0008219","cell death",53,-0.450428377281885,-2.23405081434115,2.72936050391027e-06,0.00333254917527444,0.00319191528404665,68,"tags=57%, list=29%, signal=52%","ACTN1/GAPDH/BNIP3L/HMGB2/ENO1/PKM/MYC/TXNIP/TNFAIP3/BNIP3/MAZ/XBP1/GPI/ENO2/CBX4/CRIP1/P4HB/JUN/MAL/HSPA5/ITM2C/PIM1/DDIT3/TSC22D3/ANXA1/FOS/PPP1R15A/MTRNR2L8/SGK1/MTRNR2L12"
"2","BP","GO:0009628","response to abiotic stimulus",25,-0.581850623105032,-2.52816886501883,1.62901435033771e-05,0.00749674837005967,0.00718038487791396,64,"tags=80%, list=27%, signal=65%","BNIP3L/ALKBH5/ENO1/JUND/MYC/TXNIP/BNIP3/PGK1/GPI/IGFBP2/CRIP1/P4HB/JUN/HSPA5/PTGER4/VEGFB/TSC22D3/DNAJB1/ANXA1/FOS"
"3","BP","GO:0012501","programmed cell death",49,-0.442380873961747,-2.25500430650348,2.45593722196877e-05,0.00749674837005967,0.00718038487791396,68,"tags=57%, list=29%, signal=51%","ACTN1/GAPDH/BNIP3L/HMGB2/ENO1/PKM/MYC/TXNIP/TNFAIP3/BNIP3/MAZ/XBP1/GPI/CBX4/CRIP1/P4HB/JUN/MAL/HSPA5/ITM2C/PIM1/DDIT3/TSC22D3/ANXA1/PPP1R15A/MTRNR2L8/SGK1/MTRNR2L12"
"4","BP","GO:0006915","apoptotic process",47,-0.438676967683863,-2.21220028472786,2.16569172178503e-05,0.00749674837005967,0.00718038487791396,68,"tags=57%, list=29%, signal=51%","ACTN1/GAPDH/BNIP3L/HMGB2/ENO1/MYC/TXNIP/TNFAIP3/BNIP3/MAZ/XBP1/GPI/CBX4/CRIP1/P4HB/JUN/MAL/HSPA5/ITM2C/PIM1/DDIT3/TSC22D3/ANXA1/PPP1R15A/MTRNR2L8/SGK1/MTRNR2L12"
"5","BP","GO:0010941","regulation of cell death",48,-0.408990828615373,-2.07990904536246,6.96468912960792e-05,0.0170077708545025,0.0162900413115672,64,"tags=54%, list=27%, signal=50%","ACTN1/BNIP3L/HMGB2/ENO1/MYC/TXNIP/TNFAIP3/BNIP3/MAZ/XBP1/GPI/ENO2/CBX4/P4HB/JUN/MAL/HSPA5/ITM2C/PIM1/DDIT3/TSC22D3/ANXA1/FOS/MTRNR2L8/SGK1/MTRNR2L12"
"6","BP","GO:0043069","negative regulation of programmed cell death",31,-0.468465117242409,-2.17578186411614,9.44574373067609e-05,0.0192220884919258,0.0184109145347038,64,"tags=55%, list=27%, signal=46%","BNIP3L/HMGB2/ENO1/MYC/TNFAIP3/BNIP3/MAZ/XBP1/GPI/CBX4/JUN/HSPA5/PIM1/TSC22D3/ANXA1/MTRNR2L8/MTRNR2L12"
"7","BP","GO:0001666","response to hypoxia",12,-0.688949245544133,-2.30033938993765,0.000231405538717577,0.0263671085485573,0.0252544140673712,64,"tags=83%, list=27%, signal=64%","BNIP3L/ALKBH5/ENO1/JUND/MYC/BNIP3/PGK1/P4HB/VEGFB/FOS"
"8","BP","GO:0036293","response to decreased oxygen levels",12,-0.688949245544133,-2.30033938993765,0.000231405538717577,0.0263671085485573,0.0252544140673712,64,"tags=83%, list=27%, signal=64%","BNIP3L/ALKBH5/ENO1/JUND/MYC/BNIP3/PGK1/P4HB/VEGFB/FOS"
"9","BP","GO:0070482","response to oxygen levels",12,-0.688949245544133,-2.30033938993765,0.000231405538717577,0.0263671085485573,0.0252544140673712,64,"tags=83%, list=27%, signal=64%","BNIP3L/ALKBH5/ENO1/JUND/MYC/BNIP3/PGK1/P4HB/VEGFB/FOS"
"10","BP","GO:0043066","negative regulation of apoptotic process",30,-0.478909474317203,-2.24495590794962,0.000259136201951424,0.0263671085485573,0.0252544140673712,64,"tags=57%, list=27%, signal=47%","BNIP3L/HMGB2/ENO1/MYC/TNFAIP3/BNIP3/MAZ/XBP1/GPI/CBX4/JUN/HSPA5/PIM1/TSC22D3/ANXA1/MTRNR2L8/MTRNR2L12"
"11","BP","GO:0034976","response to endoplasmic reticulum stress",6,-0.831168831168831,-2.09439080499147,0.000239997018338757,0.0263671085485573,0.0252544140673712,46,"tags=100%, list=19%, signal=83%","P4HB/JUN/HSPA5/DDIT3/PPP1R15A"
"12","BP","GO:0140467","integrated stress response signaling",5,-0.883620689655172,-2.08754983992298,0.000230021013647751,0.0263671085485573,0.0252544140673712,33,"tags=100%, list=14%, signal=88%","HSPA5/DDIT3/FOS/PPP1R15A"
