"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","hsa05416","Viral myocarditis",12,0.859444785795426,2.30918766738158,2.46860357507079e-07,9.08671017656392e-06,5.31386560032978e-06,14,"tags=42%, list=2%, signal=42%","3127/3123/3122/3115/3113"
"2","hsa04940","Type I diabetes mellitus",10,0.88429219748013,2.23549877335228,5.04817232031329e-07,9.08671017656392e-06,5.31386560032978e-06,14,"tags=50%, list=2%, signal=50%","3127/3123/3122/3115/3113"
"3","hsa05320","Autoimmune thyroid disease",10,0.88429219748013,2.23549877335228,5.04817232031329e-07,9.08671017656392e-06,5.31386560032978e-06,14,"tags=50%, list=2%, signal=50%","3127/3123/3122/3115/3113"
"4","hsa05330","Allograft rejection",10,0.88429219748013,2.23549877335228,5.04817232031329e-07,9.08671017656392e-06,5.31386560032978e-06,14,"tags=50%, list=2%, signal=50%","3127/3123/3122/3115/3113"
"5","hsa04514","Cell adhesion molecules",12,0.843255909859457,2.2656908037343,8.85729099505267e-07,1.27544990328758e-05,7.45877136425488e-06,14,"tags=42%, list=2%, signal=42%","3127/3123/3122/3115/3113"
"6","hsa05332","Graft-versus-host disease",14,0.8112450226872,2.28960132912327,1.30177683816066e-06,1.5621322057928e-05,9.13527605726781e-06,35,"tags=50%, list=6%, signal=48%","3127/3123/3122/3115/3113/3812/3811"
"7","hsa04640","Hematopoietic cell lineage",11,0.844628468658365,2.20926055887305,2.61453974907562e-06,2.68924088476349e-05,1.57265548816579e-05,18,"tags=55%, list=3%, signal=54%","3127/3123/3122/3115/3113/916"
"8","hsa04141","Protein processing in endoplasmic reticulum",27,-0.570697823365559,-2.57518362233768,6.00705401312704e-06,5.40634861181433e-05,3.16160737533002e-05,209,"tags=78%, list=33%, signal=54%","23471/23480/10952/468/7184/2081/30001/55829/9601/29927/811/5034/7494/3337/9709/3326/1649/3309/10525/23645/596"
"9","hsa05321","Inflammatory bowel disease",12,0.812920973233088,2.18418578711641,8.59939500146759e-06,6.87951600117407e-05,4.02310877261642e-05,37,"tags=50%, list=6%, signal=48%","3127/3123/3122/3115/3113/6772"
"10","hsa04612","Antigen processing and presentation",26,0.682100946812165,2.30166245067927,1.58002949851377e-05,0.000104090642166564,6.08717205652423e-05,92,"tags=46%, list=15%, signal=41%","3127/3123/3122/3115/3113/3812/3811/3823/3804/972/925/3822"
