"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","BP","GO:0022409","positive regulation of cell-cell adhesion",18,-0.695880179539074,-2.05387166989368,0.000194860232220331,0.042069436458114,0.0358785114865681,36,"tags=44%, list=13%, signal=41%","MAP3K8/ANK3/SOCS1/CD83/CCL2/IL1B/HLA-G/IFNG"
"2","BP","GO:0030155","regulation of cell adhesion",30,-0.61015612065399,-2.02526534442461,0.000281033194022893,0.042069436458114,0.0358785114865681,36,"tags=37%, list=13%, signal=36%","MAP3K8/ANK3/GBP1/SOCS1/CD83/SPINT2/CCL2/IL1B/HLA-G/CXCL8/IFNG"
"3","BP","GO:0098609","cell-cell adhesion",27,-0.616462407526198,-1.98736510125721,0.000398668021857543,0.042069436458114,0.0358785114865681,36,"tags=37%, list=13%, signal=36%","MAP3K8/ANK3/BAIAP2L1/SOCS1/CD83/SPINT2/CCL2/IL1B/HLA-G/IFNG"
"4","BP","GO:0022407","regulation of cell-cell adhesion",22,-0.648255709637274,-1.98414528441752,0.000325823765469556,0.042069436458114,0.0358785114865681,36,"tags=41%, list=13%, signal=39%","MAP3K8/ANK3/SOCS1/CD83/SPINT2/CCL2/IL1B/HLA-G/IFNG"
"5","BP","GO:0045785","positive regulation of cell adhesion",20,-0.661219915891958,-1.97503173648709,0.000407860054398067,0.042069436458114,0.0358785114865681,36,"tags=40%, list=13%, signal=38%","MAP3K8/ANK3/SOCS1/CD83/CCL2/IL1B/HLA-G/IFNG"
"6","BP","GO:0008285","negative regulation of cell population proliferation",19,-0.665522776520448,-1.96236544078023,0.000352661222204565,0.042069436458114,0.0358785114865681,18,"tags=42%, list=6%, signal=42%","STAT1/SPINT2/VDR/CCL2/IL1B/HLA-G/CXCL8/IFNG"
"7","MF","GO:0005125","cytokine activity",10,-0.782107236477038,-1.95341464377348,0.000270268382010453,0.042069436458114,0.0358785114865681,12,"tags=40%, list=4%, signal=40%","CCL2/IL1B/CXCL8/IFNG"
"8","BP","GO:0007155","cell adhesion",39,-0.562972519446512,-1.93320961376799,0.000354921720498968,0.042069436458114,0.0358785114865681,36,"tags=33%, list=13%, signal=34%","MAP3K8/ANK3/GBP1/BAIAP2L1/HAPLN3/SOCS1/CD83/SPINT2/CCL2/IL1B/HLA-G/CXCL8/IFNG"
"9","BP","GO:0045582","positive regulation of T cell differentiation",6,-0.863758561522682,-1.88520306297486,0.00041711905836657,0.042069436458114,0.0358785114865681,25,"tags=67%, list=9%, signal=62%","SOCS1/CD83/HLA-G/IFNG"
"10","BP","GO:0045621","positive regulation of lymphocyte differentiation",6,-0.863758561522682,-1.88520306297486,0.00041711905836657,0.042069436458114,0.0358785114865681,25,"tags=67%, list=9%, signal=62%","SOCS1/CD83/HLA-G/IFNG"
"11","BP","GO:0002711","positive regulation of T cell mediated immunity",5,-0.914226155209699,-1.88141542068845,0.000208986554007784,0.042069436458114,0.0358785114865681,5,"tags=40%, list=2%, signal=40%","IL1B/HLA-G"
"12","BP","GO:0002821","positive regulation of adaptive immune response",5,-0.914226155209699,-1.88141542068845,0.000208986554007784,0.042069436458114,0.0358785114865681,5,"tags=40%, list=2%, signal=40%","IL1B/HLA-G"
"13","BP","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",5,-0.914226155209699,-1.88141542068845,0.000208986554007784,0.042069436458114,0.0358785114865681,5,"tags=40%, list=2%, signal=40%","IL1B/HLA-G"
"14","BP","GO:0050764","regulation of phagocytosis",5,-0.903125418481615,-1.85857085740156,0.00040433526216095,0.042069436458114,0.0358785114865681,12,"tags=60%, list=4%, signal=58%","CCL2/IL1B/IFNG"
"15","BP","GO:0019221","cytokine-mediated signaling pathway",19,-0.657345526419137,-1.93825393991872,0.000464718928531529,0.0437455418057679,0.0373079617010574,90,"tags=79%, list=32%, signal=57%","IRF1/XCL2/HIF1A/IL18RAP/IL12RB2/TNFRSF18/TRAF1/BIRC3/STAT1/SOCS1/CXCR6/CCL2/IL1B/CXCL8/IFNG"
"16","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion",16,-0.694355981454871,-1.9817388167936,0.000504974502927974,0.0445639998833937,0.0380059757466843,36,"tags=44%, list=13%, signal=40%","MAP3K8/SOCS1/CD83/CCL2/IL1B/HLA-G/IFNG"
"17","BP","GO:0051251","positive regulation of lymphocyte activation",17,-0.678844172083387,-1.96567511667861,0.000602648272561423,0.0497217606871092,0.0424047221008297,36,"tags=41%, list=13%, signal=38%","MAP3K8/SOCS1/CD83/CCL2/IL1B/HLA-G/IFNG"
"18","BP","GO:0002696","positive regulation of leukocyte activation",19,-0.646458206610161,-1.9061515072303,0.000669060519160819,0.0497217606871092,0.0424047221008297,36,"tags=37%, list=13%, signal=34%","MAP3K8/SOCS1/CD83/CCL2/IL1B/HLA-G/IFNG"
"19","BP","GO:0050867","positive regulation of cell activation",19,-0.646458206610161,-1.9061515072303,0.000669060519160819,0.0497217606871092,0.0424047221008297,36,"tags=37%, list=13%, signal=34%","MAP3K8/SOCS1/CD83/CCL2/IL1B/HLA-G/IFNG"
