"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","hsa00190","Oxidative phosphorylation",55,0.501780227438717,2.62950625749994,1.11179291938323e-07,2.35700098909245e-05,1.49799467032688e-05,978,"tags=80%, list=37%, signal=52%","516/4708/55967/533/54205/23545/4696/515/4707/4726/27089/4706/4713/521/64077/9551/1537/4709/5464/4700/6391/4711/10476/9114/1345/8992/10063/4695/513/7388/4697/4723/9377/10975/518/514/517/4701/1337/29796/4715/1352/126328/1340"
"2","hsa00010","Glycolysis / Gluconeogenesis",21,-0.683536601291801,-2.42902295832408,2.58388993197484e-06,0.000231602653203324,0.000147195330734982,490,"tags=71%, list=18%, signal=59%","83440/5236/2597/5223/2821/3098/5315/5214/7167/3939/5230/2023/3099/230/2026"
"3","hsa04066","HIF-1 signaling pathway",37,-0.572800446816671,-2.36854943391666,3.84522583012446e-06,0.000231602653203324,0.000147195330734982,332,"tags=49%, list=13%, signal=43%","4790/2872/2597/5604/5335/6774/1387/5209/3098/5214/3939/5230/2023/54583/3099/230/2026/7422"
"4","hsa05012","Parkinson disease",76,0.412442385918453,2.34751102010504,4.36986138119479e-06,0.000231602653203324,0.000147195330734982,992,"tags=74%, list=37%, signal=47%","4217/55630/10383/10376/10105/516/4708/55967/84790/54205/4696/6647/515/4707/5695/805/4726/57181/11315/27089/5694/4706/4713/1537/4709/4700/6391/4711/10476/1345/5715/5719/7295/4695/513/293/7314/7388/4697/4723/9377/10975/518/514/5690/5702/517/4701/11047/1337/10131/29796/4715/126328/1340/5708"
"5","hsa04935","Growth hormone synthesis, secretion and action",23,-0.636960220473142,-2.30956017853314,1.59225540688645e-05,0.000675116292519856,0.000429070930697823,320,"tags=52%, list=12%, signal=46%","5604/5335/6774/1385/2778/8651/1387/3717/1399/6654/2353/6772"
"6","hsa05200","Pathways in cancer",90,-0.420771681846475,-2.13982194101336,2.17413766023003e-05,0.000768195306614612,0.000488227404402534,913,"tags=62%, list=34%, signal=42%","5925/7187/51176/9252/4193/6773/5293/4149/3572/369/2033/3454/6257/8453/4792/7296/5290/6093/7040/6789/3561/4436/817/2885/4089/5898/861/7048/3716/4790/4616/83593/7188/10672/5604/5335/6774/4853/2778/54331/10125/8202/1387/836/3717/2944/1399/4791/7423/6654/5734/54583/2353/355/7422/6772"
"7","hsa04380","Osteoclast differentiation",35,-0.565179230201445,-2.30637330808651,2.64929187346692e-05,0.000802356967392839,0.000509938886922956,941,"tags=86%, list=36%, signal=56%","5609/8878/6773/5293/3727/10379/3454/3937/4792/5534/4773/5290/7040/1540/2885/5971/7048/3716/2534/4790/5533/814/5604/1385/8651/55423/4772/4791/2353/6772"
"8","hsa04658","Th1 and Th2 cell differentiation",21,-0.627341655193316,-2.2293279983804,6.2376929165897e-05,0.00165298862289627,0.00105055880700458,904,"tags=90%, list=34%, signal=60%","2625/920/5588/4792/5534/4773/919/3561/3716/4790/5533/5335/864/4853/3516/3717/4772/2353/6772"
"9","hsa05161","Hepatitis B",44,-0.503821155472124,-2.18591671739565,0.000114068350286008,0.00241824902606337,0.00153692093016937,941,"tags=73%, list=36%, signal=48%","5609/5925/7187/4214/6773/5293/369/2033/3454/4792/4773/5290/7040/2885/4089/6416/7048/3716/4790/3665/5604/6774/1385/1387/836/3717/4772/6654/64135/2353/355/6772"
"10","hsa05169","Epstein-Barr virus infection",59,-0.452023982267288,-2.11798509193551,0.000103163106444079,0.00241824902606337,0.00153692093016937,913,"tags=63%, list=34%, signal=42%","5609/5925/7187/6891/4193/6773/5293/10379/3454/9612/4792/919/5290/3134/3105/6416/5971/3716/6892/4790/3133/4616/3665/7188/9541/864/6774/3516/836/9636/6890/4791/7874/355/8819/7128/6772"
"11","hsa05167","Kaposi sarcoma-associated herpesvirus infection",60,-0.456255557942921,-2.14383148485259,0.000135218285919735,0.0026060251468167,0.0016562622581556,913,"tags=65%, list=34%, signal=44%","5609/5925/7187/51176/6773/5293/3572/10379/23533/2033/3454/4792/5534/4773/5290/3134/3105/5289/6416/3716/4790/3133/5533/3665/5604/5335/6774/1385/9976/54331/1387/836/3717/22863/4772/2353/355/7422/6772"
"12","hsa04621","NOD-like receptor signaling pathway",41,-0.502392692659327,-2.1314371644544,0.000167073946401107,0.00289958746152004,0.00184283612251522,664,"tags=49%, list=25%, signal=37%","10616/3428/837/22900/55914/10628/140609/3716/4790/3665/7188/10010/10135/2635/2634/115361/7128/2633/6772/115362"
"13","hsa04714","Thermogenesis",72,0.354581059721597,1.98089799657945,0.000177804891508304,0.00289958746152004,0.00184283612251522,978,"tags=72%, list=37%, signal=47%","4217/23305/28958/71/516/60/4708/55967/4696/91942/515/4707/51287/4726/27089/5606/29078/4706/4713/521/9551/284184/1537/4709/4700/6009/6391/4711/10476/1345/10063/4695/513/7388/4697/6194/4723/9377/10975/6598/518/514/6603/517/4701/1337/3845/29796/4715/1352/126328/1340"
"14","hsa04660","T cell receptor signaling pathway",35,-0.525053661087046,-2.14262960231684,0.000208324079112167,0.00294431365145196,0.00187126190360402,958,"tags=77%, list=36%, signal=50%","8440/5781/5609/920/5588/5293/4690/5062/3937/4792/5534/4773/919/5290/2885/55844/2534/4790/5533/5604/5335/10125/4772/29851/10892/6654/2353"
"15","hsa05206","MicroRNAs in cancer",39,-0.495329591625149,-2.06782236183227,0.000207681742728414,0.00294431365145196,0.00187126190360402,878,"tags=64%, list=33%, signal=44%","9252/4193/5293/23405/2033/5290/6093/2744/9759/2885/4790/54541/5604/5335/4194/6774/4853/8651/6935/4363/1387/836/1399/6654/7422"
"16","hsa04659","Th17 cell differentiation",29,-0.551515494948521,-2.14597269748666,0.000223541543796595,0.00296192545530488,0.00188245510565553,904,"tags=79%, list=34%, signal=53%","2625/920/5588/3572/6257/4792/5534/4773/919/7040/3561/4089/861/7048/3716/4790/5533/5335/6774/3717/4772/2353/6772"
"17","hsa04933","AGE-RAGE signaling pathway in diabetic complications",19,-0.627177499789805,-2.16702295884529,0.00030225113159977,0.00376924940583242,0.00239555076438207,712,"tags=74%, list=27%, signal=54%","5290/7040/1729/4089/7048/4790/5335/6774/836/3717/4772/7423/7422/6772"
"18","hsa04917","Prolactin signaling pathway",18,-0.63182679777688,-2.15239179541555,0.00043255699396622,0.0050945601511577,0.00323785352208633,401,"tags=50%, list=15%, signal=43%","4790/5604/6774/8651/3717/6654/2353/3659/6772"
"19","hsa05014","Amyotrophic lateral sclerosis",108,0.29142985756839,1.81728410969384,0.000508894829503497,0.00567819493972323,0.00360878327847355,992,"tags=61%, list=37%, signal=40%","4217/3178/2882/400916/10383/10376/71/516/60/10280/4708/55967/9688/84790/54205/4696/6647/515/29107/81929/4707/5695/4726/5216/27089/5606/5694/4706/4713/60673/1537/4709/56893/4700/6391/4711/10476/1345/5715/4218/10189/5719/7415/4695/513/7388/4697/4723/9377/10975/518/514/5690/5702/517/4701/11047/1337/29796/4715/8678/10452/126328/1340/10540/5708"
"20","hsa03083","Polycomb repressive complex",21,-0.585056863930852,-2.07906431305564,0.000569312672055381,0.00603471432378704,0.00383536958016257,488,"tags=52%, list=18%, signal=43%","6045/171023/55777/84458/22992/1387/3607/7874/3720/8535/26053"
"21","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer",26,-0.563430874088789,-2.13387242718691,0.000656056095979466,0.00662304249274509,0.00420928221981813,871,"tags=77%, list=33%, signal=52%","920/5588/5293/4792/5534/4773/919/5290/3716/4790/5533/5604/5335/1459/6774/10125/3717/4772/2353/6772"
"22","hsa04926","Relaxin signaling pathway",22,-0.575533194173462,-2.05929050204722,0.000777078057135268,0.00684024411011794,0.00434732495578499,742,"tags=68%, list=28%, signal=50%","4792/5290/7040/2885/6416/7048/4790/5604/1385/2778/54331/7423/6654/2353/7422"
"23","hsa05163","Human cytomegalovirus infection",55,-0.434072450571683,-2.00282358264346,0.000806632560155417,0.00684024411011794,0.00434732495578499,414,"tags=51%, list=16%, signal=44%","4792/5534/4773/5290/6093/3134/3105/2885/3716/6892/4790/3133/5533/7188/10672/5604/6774/1385/2778/54331/836/4772/1399/6890/6654/5734/355/7422"
"24","hsa04064","NF-kappa B signaling pathway",25,-0.531740632436671,-1.98195903851331,0.00078603471312058,0.00684024411011794,0.00434732495578499,461,"tags=44%, list=17%, signal=37%","5971/4790/4616/7188/5335/1459/4049/4791/10892/10673/7128"
"25","hsa05020","Prion disease",72,0.330220347199063,1.84480475271294,0.000735261181943545,0.00684024411011794,0.00434732495578499,992,"tags=71%, list=37%, signal=46%","1535/10383/10376/10105/516/4708/55967/84790/54205/4696/6647/515/4707/5695/4726/27089/5694/3312/4706/4713/1537/4709/4700/6391/4711/10476/1345/5715/5719/4695/513/293/7388/4697/4723/9377/10975/518/514/10963/5690/5702/517/4701/11047/1337/29796/4715/126328/1340/5708"
"26","hsa05016","Huntington disease",88,0.309901634286564,1.85366757646354,0.000843923338779116,0.0068812210700451,0.00437336790946262,1009,"tags=67%, list=38%, signal=43%","4217/2882/10383/10376/10105/5441/516/5439/4708/55967/84790/54205/4696/6647/515/55081/4707/5695/4726/27089/5694/4706/4713/60673/1537/4709/5435/4700/6391/5438/4711/10476/1345/5715/5719/4695/513/293/7388/4697/4723/9377/10975/518/514/5690/5702/517/4701/11047/1337/29796/4715/8678/126328/1340/10540/5708/5440"
"27","hsa05162","Measles",34,-0.490805967862632,-1.97931213719489,0.000989111384358337,0.00776635605496175,0.00493591645995583,414,"tags=35%, list=16%, signal=30%","3716/4790/3665/1459/6774/836/64135/2353/355/3303/7128/6772"
"28","hsa04010","MAPK signaling pathway",57,-0.417598932434806,-1.94057067340251,0.00119497595791128,0.00904767510989972,0.00575026024859565,484,"tags=40%, list=18%, signal=34%","6416/5971/9448/7048/4790/4616/5533/5871/2872/5604/57551/10125/836/4772/5906/1399/4791/7423/6654/2353/355/3303/7422"
"29","hsa05211","Renal cell carcinoma",25,-0.51722241710556,-1.92784523500968,0.00160779344162676,0.0115593308673991,0.0073465459336002,953,"tags=72%, list=36%, signal=47%","5781/5546/5293/5062/369/2033/8453/5290/7040/2885/5604/1387/5906/1399/2889/6654/54583/7422"
"30","hsa05212","Pancreatic cancer",25,-0.514157478958007,-1.91642127849127,0.00163575436802817,0.0115593308673991,0.0073465459336002,511,"tags=44%, list=19%, signal=36%","4089/5898/9459/7048/3716/4790/4616/5604/6774/7422/6772"
