"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","hsa04514","Cell adhesion molecules",10,0.866809368958218,2.33675285399483,4.57539650942786e-07,1.14384912735697e-05,4.81620685202933e-06,12,"tags=60%, list=3%, signal=60%","3127/3123/3122/3115/926/3113"
"2","hsa04640","Hematopoietic cell lineage",11,0.840387237459405,2.32446118869295,1.12173213238544e-06,1.4021651654818e-05,5.90385332834444e-06,19,"tags=64%, list=5%, signal=62%","3127/3123/3122/3115/926/3113/916"
"3","hsa05164","Influenza A",10,0.835472855199162,2.25227558530918,5.611963383191e-06,4.67663615265917e-05,1.96910995901439e-05,21,"tags=60%, list=6%, signal=58%","3127/3123/3122/3115/3113/4938"
"4","hsa05332","Graft-versus-host disease",11,0.808576617791088,2.23647490390498,1.17190645322649e-05,7.32441533266556e-05,3.08396435059603e-05,12,"tags=45%, list=3%, signal=45%","3127/3123/3122/3115/3113"
"5","hsa04145","Phagosome",14,0.766373686384984,2.27288931792313,2.21880973559028e-05,0.000110940486779514,4.67117839071637e-05,12,"tags=36%, list=3%, signal=36%","3127/3123/3122/3115/3113"
"6","hsa05166","Human T-cell leukemia virus 1 infection",15,0.733672006717296,2.2196937340969,4.61825837559285e-05,0.000166084375352906,6.99302633064866e-05,19,"tags=40%, list=5%, signal=40%","3127/3123/3122/3115/3113/916"
"7","hsa05169","Epstein-Barr virus infection",16,0.718231700810187,2.19499463209001,4.65036250988136e-05,0.000166084375352906,6.99302633064866e-05,21,"tags=44%, list=6%, signal=43%","3127/3123/3122/3115/3113/916/4938"
"8","hsa04658","Th1 and Th2 cell differentiation",11,0.780197097685341,2.15797883673603,6.53371744505037e-05,0.000204178670157824,8.59699663822417e-05,19,"tags=55%, list=5%, signal=53%","3127/3123/3122/3115/3113/916"
"9","hsa05168","Herpes simplex virus 1 infection",14,0.736319457228756,2.18375533848051,9.88238170278419e-05,0.000274510602855116,0.00011558341172847,42,"tags=57%, list=11%, signal=53%","3127/3123/3122/3115/3113/4938/330/6772"
"10","hsa04141","Protein processing in endoplasmic reticulum",17,-0.579831932773109,-2.4096008302397,0.00011120436040436,0.0002780109010109,0.000117057221478274,168,"tags=100%, list=45%, signal=58%","10952/7184/58505/55829/811/3337/7494/9601/3326/9709/1649/5034/3309/10525/23645/596"
"11","hsa04612","Antigen processing and presentation",18,0.678452937933349,2.13504378007725,0.000166532025549303,0.000378481876248417,0.000159360789999333,12,"tags=33%, list=3%, signal=34%","3127/3123/3122/3115/926/3113"
"12","hsa05140","Leishmaniasis",12,0.750995299183472,2.1173898936632,0.000197142843227615,0.000410714256724199,0.000172932318620715,12,"tags=42%, list=3%, signal=42%","3127/3123/3122/3115/3113"
"13","hsa04659","Th17 cell differentiation",14,0.711407224896139,2.10987134721051,0.000331128311757882,0.000636785214919004,0.000268120090492212,19,"tags=43%, list=5%, signal=42%","3127/3123/3122/3115/3113/916"
"14","hsa05152","Tuberculosis",11,0.740748830717693,2.04886727311364,0.000428831815829474,0.000765771099695489,0.00032242993671389,12,"tags=45%, list=3%, signal=45%","3127/3123/3122/3115/3113"
"15","hsa05417","Lipid and atherosclerosis",11,-0.568849084755787,-1.96720465887118,0.00353611681964269,0.00589352803273782,0.00248148548746856,107,"tags=73%, list=29%, signal=53%","4792/7494/3326/1649/3309/7436/2353/596"
