"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","hsa05168","Herpes simplex virus 1 infection",17,-0.746860343854791,-2.15659082995864,2.56044536695209e-05,0.000947364785772273,0.000512089073390418,31,"tags=41%, list=13%, signal=39%","330/6772/6347/9021/3553/3135/3458"
"2","hsa05164","Influenza A",12,-0.787486105116445,-2.04775883629989,0.000114234388641592,0.00211333618986945,0.00114234388641592,10,"tags=50%, list=4%, signal=50%","6772/6347/9021/3553/3576/3458"
"3","hsa05163","Human cytomegalovirus infection",14,-0.74525797131197,-2.03427197527138,0.000174951453082023,0.00215773458801161,0.00116634302054682,10,"tags=29%, list=4%, signal=29%","6347/3553/3135/3576"
"4","hsa04060","Cytokine-cytokine receptor interaction",13,-0.717509749024892,-1.91527533973202,0.000817409453381139,0.00756103744377554,0.0040870472669057,17,"tags=85%, list=7%, signal=83%","8743/6846/8807/3595/8784/9235/10663/6347/3553/3576/3458"
"5","hsa04621","NOD-like receptor signaling pathway",17,-0.635936394344994,-1.83629323442566,0.00242387983010711,0.0179367107427926,0.00969551932042843,37,"tags=41%, list=15%, signal=38%","115362/330/6772/2633/6347/3553/3576"
"6","hsa05142","Chagas disease",12,-0.684051563516911,-1.77879028541002,0.00504044196793778,0.0289055154437834,0.0156246029425856,10,"tags=42%, list=4%, signal=42%","2769/6347/3553/3576/3458"
"7","hsa04380","Osteoclast differentiation",13,-0.664054466650457,-1.77258517524394,0.00546861102990496,0.0289055154437834,0.0156246029425856,27,"tags=38%, list=11%, signal=36%","6772/8651/9021/3553/3458"
"8","hsa04650","Natural killer cell mediated cytotoxicity",14,-0.63200040396385,-1.72512171574702,0.0115327666979281,0.0495536002519415,0.0267857298659143,4,"tags=21%, list=2%, signal=22%","3002/3135/3458"
"9","hsa04612","Antigen processing and presentation",12,-0.650399684914327,-1.69128279630157,0.0125218041448093,0.0495536002519415,0.0267857298659143,4,"tags=42%, list=2%, signal=43%","3326/5721/3312/3135/3458"
"10","hsa05131","Shigellosis",12,-0.646257813131182,-1.68051237827432,0.0133928649329571,0.0495536002519415,0.0267857298659143,5,"tags=17%, list=2%, signal=17%","3553/3576"
