"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","BP","GO:0002181","cytoplasmic translation",27,-0.590909090909091,-2.71867452808571,1.48954015399886e-06,0.000637177327173343,0.000573399709368868,181,"tags=100%, list=45%, signal=59%","RPS3/RPL30/RPL13/RPL11/RPL19/RPS27A/RPLP1/RPS12/RPLP2/RPL8/RPS23/RPS16/RPL10/RPL7/RPL29/PABPC1/RPS5/RPL32/RPS8/RPS13/RPL9/RPL18A/RPS3A/RPS24/RPS2/PKM"
"2","CC","GO:0005840","ribosome",27,-0.590909090909091,-2.71867452808571,1.48954015399886e-06,0.000637177327173343,0.000573399709368868,181,"tags=100%, list=45%, signal=59%","RPS3/RPL30/RPL13/RPL11/RPL19/RPS27A/RPLP1/RPS12/RPLP2/RPL8/NPM1/RPS23/RPS16/RPL10/RPL7/RPL29/RPS5/RPL32/RPS8/RPS13/RPL9/RPL18A/RPS3A/RPS24/RPS2/RPS4Y1"
"3","CC","GO:0044391","ribosomal subunit",27,-0.590909090909091,-2.71867452808571,1.48954015399886e-06,0.000637177327173343,0.000573399709368868,181,"tags=100%, list=45%, signal=59%","RPS3/RPL30/RPL13/RPL11/RPL19/RPS27A/RPLP1/RPS12/RPLP2/RPL8/NPM1/RPS23/RPS16/RPL10/RPL7/RPL29/RPS5/RPL32/RPS8/RPS13/RPL9/RPL18A/RPS3A/RPS24/RPS2/RPS4Y1"
"4","MF","GO:0003735","structural constituent of ribosome",26,-0.589333333333333,-2.69392300114444,1.77783852447919e-06,0.000637177327173343,0.000573399709368868,181,"tags=100%, list=45%, signal=59%","RPS3/RPL30/RPL13/RPL11/RPL19/RPS27A/RPLP1/RPS12/RPLP2/RPL8/RPS23/RPS16/RPL10/RPL7/RPL29/RPS5/RPL32/RPS8/RPS13/RPL9/RPL18A/RPS3A/RPS24/RPS2/RPS4Y1"
"5","CC","GO:0022626","cytosolic ribosome",26,-0.589333333333333,-2.69392300114444,1.77783852447919e-06,0.000637177327173343,0.000573399709368868,181,"tags=100%, list=45%, signal=59%","RPS3/RPL30/RPL13/RPL11/RPL19/RPS27A/RPLP1/RPS12/RPLP2/RPL8/RPS23/RPS16/RPL10/RPL7/RPL29/RPS5/RPL32/RPS8/RPS13/RPL9/RPL18A/RPS3A/RPS24/RPS2/RPS4Y1"
"6","BP","GO:0002443","leukocyte mediated immunity",35,0.610297062029382,2.17433081329886,6.83185191802506e-06,0.00204044643951682,0.00183621002428323,78,"tags=54%, list=19%, signal=48%","HLA-DRB5/CX3CR1/LAG3/CD8A/KLRC2/HLA-DPB1/HLA-DRB1/HLA-DPA1/NKG7/TBX21/SLAMF7/FGR/HLA-DRA/SLAMF6/HLA-DMA/HLA-DQA1/GZMB/PRF1/HLA-DQB1"
"7","BP","GO:0002252","immune effector process",43,0.554507726426834,2.06067713262707,1.48339627692796e-05,0.00379749446893557,0.00341738811466711,80,"tags=49%, list=20%, signal=44%","HLA-DRB5/CX3CR1/LAG3/CD8A/KLRC2/HLA-DPB1/HLA-DRB1/EOMES/HLA-DPA1/NKG7/TBX21/SLAMF7/FGR/HLA-DRA/SLAMF6/HLA-DMA/HLA-DQA1/GZMB/PRF1/HLA-DQB1/PTPRJ"
"8","BP","GO:0006090","pyruvate metabolic process",10,-0.742792064703155,-2.51499735554412,7.66299233229474e-05,0.00980863018533727,0.00882684530306432,94,"tags=90%, list=23%, signal=71%","PKM/TPI1/PDK1/GPI/LDHA/PGK1/ENO1/ENO2/HK2"
"9","BP","GO:0002396","MHC protein complex assembly",9,0.805574163817382,2.09941473267263,7.15116684047537e-05,0.00980863018533727,0.00882684530306432,78,"tags=89%, list=19%, signal=73%","HLA-DRB5/HLA-DPB1/HLA-DRB1/HLA-DPA1/HLA-DRA/HLA-DMA/HLA-DQA1/HLA-DQB1"
"10","BP","GO:0002399","MHC class II protein complex assembly",9,0.805574163817382,2.09941473267263,7.15116684047537e-05,0.00980863018533727,0.00882684530306432,78,"tags=89%, list=19%, signal=73%","HLA-DRB5/HLA-DPB1/HLA-DRB1/HLA-DPA1/HLA-DRA/HLA-DMA/HLA-DQA1/HLA-DQB1"
"11","BP","GO:0002501","peptide antigen assembly with MHC protein complex",9,0.805574163817382,2.09941473267263,7.15116684047537e-05,0.00980863018533727,0.00882684530306432,78,"tags=89%, list=19%, signal=73%","HLA-DRB5/HLA-DPB1/HLA-DRB1/HLA-DPA1/HLA-DRA/HLA-DMA/HLA-DQA1/HLA-DQB1"
"12","BP","GO:0002503","peptide antigen assembly with MHC class II protein complex",9,0.805574163817382,2.09941473267263,7.15116684047537e-05,0.00980863018533727,0.00882684530306432,78,"tags=89%, list=19%, signal=73%","HLA-DRB5/HLA-DPB1/HLA-DRB1/HLA-DPA1/HLA-DRA/HLA-DMA/HLA-DQA1/HLA-DQB1"
"13","BP","GO:0002449","lymphocyte mediated immunity",32,0.590437159399906,2.08123290912248,7.13110525320886e-05,0.00980863018533727,0.00882684530306432,78,"tags=53%, list=19%, signal=47%","HLA-DRB5/LAG3/CD8A/KLRC2/HLA-DPB1/HLA-DRB1/HLA-DPA1/NKG7/TBX21/SLAMF7/HLA-DRA/SLAMF6/HLA-DMA/HLA-DQA1/GZMB/PRF1/HLA-DQB1"
"14","CC","GO:0009986","cell surface",48,0.516071388632351,1.95704440232515,6.32203628016885e-05,0.00980863018533727,0.00882684530306432,67,"tags=42%, list=17%, signal=39%","CX3CR1/LAG3/CD8A/KLRC2/HLA-DPB1/HLA-DRB1/F2R/CXCR3/HLA-DPA1/TGFBR3/SLAMF7/TIGIT/MAP3K5/CD8B/HLA-DRA/SLAMF6/HLA-DMA/FASLG/ITGB1/CLDND1"
"15","BP","GO:0006096","glycolytic process",8,-0.783715012722646,-2.37060695427692,0.000268594587748552,0.0200550625518919,0.0180476714224027,94,"tags=100%, list=23%, signal=78%","TPI1/GPI/LDHA/PGK1/ENO1/ENO2/HK2"
"16","BP","GO:0006165","nucleoside diphosphate phosphorylation",8,-0.783715012722646,-2.37060695427692,0.000268594587748552,0.0200550625518919,0.0180476714224027,94,"tags=100%, list=23%, signal=78%","TPI1/GPI/LDHA/PGK1/ENO1/ENO2/HK2"
"17","BP","GO:0006757","ATP generation from ADP",8,-0.783715012722646,-2.37060695427692,0.000268594587748552,0.0200550625518919,0.0180476714224027,94,"tags=100%, list=23%, signal=78%","TPI1/GPI/LDHA/PGK1/ENO1/ENO2/HK2"
"18","BP","GO:0009132","nucleoside diphosphate metabolic process",8,-0.783715012722646,-2.37060695427692,0.000268594587748552,0.0200550625518919,0.0180476714224027,94,"tags=100%, list=23%, signal=78%","TPI1/GPI/LDHA/PGK1/ENO1/ENO2/HK2"
"19","BP","GO:0009135","purine nucleoside diphosphate metabolic process",8,-0.783715012722646,-2.37060695427692,0.000268594587748552,0.0200550625518919,0.0180476714224027,94,"tags=100%, list=23%, signal=78%","TPI1/GPI/LDHA/PGK1/ENO1/ENO2/HK2"
"20","BP","GO:0009179","purine ribonucleoside diphosphate metabolic process",8,-0.783715012722646,-2.37060695427692,0.000268594587748552,0.0200550625518919,0.0180476714224027,94,"tags=100%, list=23%, signal=78%","TPI1/GPI/LDHA/PGK1/ENO1/ENO2/HK2"
"21","BP","GO:0009185","ribonucleoside diphosphate metabolic process",8,-0.783715012722646,-2.37060695427692,0.000268594587748552,0.0200550625518919,0.0180476714224027,94,"tags=100%, list=23%, signal=78%","TPI1/GPI/LDHA/PGK1/ENO1/ENO2/HK2"
"22","BP","GO:0046031","ADP metabolic process",8,-0.783715012722646,-2.37060695427692,0.000268594587748552,0.0200550625518919,0.0180476714224027,94,"tags=100%, list=23%, signal=78%","TPI1/GPI/LDHA/PGK1/ENO1/ENO2/HK2"
"23","BP","GO:0046939","nucleotide phosphorylation",8,-0.783715012722646,-2.37060695427692,0.000268594587748552,0.0200550625518919,0.0180476714224027,94,"tags=100%, list=23%, signal=78%","TPI1/GPI/LDHA/PGK1/ENO1/ENO2/HK2"
"24","BP","GO:0002376","immune system process",131,0.409302274697285,1.76390357439266,0.00018486493718225,0.0200550625518919,0.0180476714224027,132,"tags=47%, list=33%, signal=46%","HLA-DRB5/CX3CR1/LAG3/CD8A/KLRC2/OASL/HLA-DPB1/LYAR/PTMS/CCL5/HLA-DRB1/F2R/EOMES/CXCR3/HLA-DPA1/NKG7/TGFBR3/TBX21/SLAMF7/FGR/TIGIT/APOBEC3G/PLEK/MAP3K5/CD8B/HLA-DRA/CCL4/SLAMF6/GAB3/HLA-DMA/PIK3AP1/FASLG/HLA-DQA1/ZBP1/ITGB1/FLNA/GZMB/PRF1/HLA-DQB1/PTPRJ/OAS1/APOBEC3C/SAMSN1/CRIP1/LITAF/CD58/CD74/HCST/CD99/IKZF3/LIME1/CST7/PYHIN1/PPP1R14B/PYCARD/ACTG1/SH2D2A/IFI6/ANXA2/RAB27A/LYST"
"25","BP","GO:0001775","cell activation",69,0.453046232647535,1.81961902680308,0.00028172626363989,0.0201941385777073,0.0181728267745815,80,"tags=39%, list=20%, signal=38%","HLA-DRB5/CX3CR1/LAG3/CD8A/KLRC2/HLA-DPB1/CCL5/HLA-DRB1/F2R/EOMES/HLA-DPA1/NKG7/TBX21/SLAMF7/FGR/TIGIT/PLEK/CD8B/HLA-DRA/SLAMF6/HLA-DMA/HLA-DQA1/ITGB1/FLNA/PRF1/HLA-DQB1/PTPRJ"
