"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","BP","GO:0002396","MHC protein complex assembly",8,0.960915083281209,2.43952536006693,1.60345654909829e-10,1.31884301163334e-07,1.21693912831565e-07,17,"tags=75%, list=2%, signal=74%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DPA1"
"2","BP","GO:0002501","peptide antigen assembly with MHC protein complex",8,0.960915083281209,2.43952536006693,1.60345654909829e-10,1.31884301163334e-07,1.21693912831565e-07,17,"tags=75%, list=2%, signal=74%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DPA1"
"3","BP","GO:0002399","MHC class II protein complex assembly",7,0.976838562275688,2.36169881542448,1e-10,1.31884301163334e-07,1.21693912831565e-07,17,"tags=86%, list=2%, signal=85%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DPA1"
"4","BP","GO:0002503","peptide antigen assembly with MHC class II protein complex",7,0.976838562275688,2.36169881542448,1e-10,1.31884301163334e-07,1.21693912831565e-07,17,"tags=86%, list=2%, signal=85%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DPA1"
"5","CC","GO:0042613","MHC class II protein complex",8,0.937923203046222,2.38115467166297,1.36851010690734e-08,9.00479650345033e-06,8.30901715435954e-06,17,"tags=75%, list=2%, signal=74%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DPA1"
"6","BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen",13,0.861266135332989,2.56783473566377,4.70830968106426e-08,2.2129055501002e-05,2.04191956694577e-05,17,"tags=46%, list=2%, signal=46%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DPA1"
"7","BP","GO:0019884","antigen processing and presentation of exogenous antigen",13,0.861266135332989,2.56783473566377,4.70830968106426e-08,2.2129055501002e-05,2.04191956694577e-05,17,"tags=46%, list=2%, signal=46%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DPA1"
"8","BP","GO:0036294","cellular response to decreased oxygen levels",25,-0.691771641670371,-2.58915101509129,1.02297180630969e-07,2.87234672521097e-05,2.6504072805978e-05,213,"tags=72%, list=20%, signal=59%","PDK3/HIPK2/HIF1A/BNIP3L/PMAIP1/PGK1/EGLN1/ATF4/HYOU1/NDRG1/FAM162A/PDK1/ERO1A/ENO1/FOS/BNIP3/VEGFA/HILPDA"
"9","BP","GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response",11,0.879771848158336,2.4826346111725,8.85652153756003e-08,2.87234672521097e-05,2.6504072805978e-05,17,"tags=55%, list=2%, signal=54%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DPA1"
"10","CC","GO:0030669","clathrin-coated endocytic vesicle membrane",11,0.878826797491587,2.47996776578583,9.76746858615723e-08,2.87234672521097e-05,2.6504072805978e-05,23,"tags=64%, list=2%, signal=63%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DPA1/CD3G"
"11","MF","GO:0023026","MHC class II protein complex binding",11,0.877724912186873,2.47685834758752,1.06804108760589e-07,2.87234672521097e-05,2.6504072805978e-05,17,"tags=55%, list=2%, signal=54%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DQB1/HLA-DPA1"
