"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","CC","GO:0098798","mitochondrial protein-containing complex",93,0.480679428343624,2.96455728678279,1e-10,5.08e-07,4.3621052631579e-07,846,"tags=72%, list=30%, signal=52%","CHCHD10/PNPT1/MRPL24/MRPL11/MRPL40/MCCC2/PDHA1/MRPS25/HSD17B10/MRPS23/MRPS36/MRPL1/TIMM13/SAMM50/ATP5PD/APOO/MICOS13/NDUFA12/MRPL15/MRPS26/MRPL48/TIMM21/ATP5MC1/NDUFB3/NDUFAB1/NDUFB2/MRPL12/MRPS17/MRPS18B/MRPS12/TOMM40/TOMM5/MRPL28/MRPL41/MRPL23/NDUFB7/ATP5MC2/TIMM50/IDH3A/ATP5F1D/UQCRH/SLC25A6/PAM16/MRPL39/UQCR11/ATP5PB/PHB2/MRPL58/MRPS21/MRPL34/NDUFA7/NDUFA4/TOMM7/COX6C/MRPL51/MRPL4/TIMM17B/COX5A/MRPS33/COX6B1/MRPL10/NDUFB1/MRPS11/MICOS10/NDUFA11/MRPS16/MRPL33"
"2","CC","GO:0005743","mitochondrial inner membrane",132,0.404478253540015,2.63606313494992,6.14261469348107e-10,1.56022413214419e-06,1.33973659419924e-06,846,"tags=67%, list=30%, signal=50%","CHCHD10/SCO2/MRPL24/MRPL11/MRPL40/MRPS25/TMEM126A/MRPS23/MRPS36/MRPL1/SMIM4/TIMM13/SLC25A39/MTLN/SAMM50/COQ9/ATP5PD/APOO/FPGS/MICOS13/NDUFA12/HIGD2A/MRPL15/TIMMDC1/PLSCR3/MRPS26/MRPL48/TIMM21/ATP5MC1/COQ4/THEM4/PET100/NDUFAF2/NDUFB3/PTPMT1/NDUFAB1/NDUFB2/SLC25A1/MRPL12/SFXN4/MRPS17/MRPS18B/HIGD1A/MRPS12/TOMM40/MRPL28/MRPL41/MRPL23/NDUFB7/ATP5MC2/TIMM50/ATP5F1D/UQCRH/SLC25A6/PAM16/MPV17/MRPL39/UQCR11/ATP5PB/PHB2/MRPL58/MRPS21/COA3/MRPL34/NDUFA7/NDUFA4/NME4/SHMT2/COX6C/MRPL51/MRPL4/COX11/TIMM17B/COX5A/MRPS33/ACADVL/COX6B1/TRAP1/MRPL10/SLC41A3/COX10/NDUFB1/SURF1/MRPS11/MICOS10/STOML2/NDUFA11/MRPS16/MRPL33"
"3","BP","GO:0006955","immune response",317,-0.354855453759488,-2.13225449899767,7.8623052084574e-09,1.33135034863212e-05,1.14320676434552e-05,558,"tags=34%, list=20%, signal=31%","POLR3E/AZI2/PDE4B/TAPBP/EIF2B1/LPXN/CYLD/GATA3/TRAC/ETS1/TRIM8/ZDHHC18/TRAT1/PLCG1/PUM1/UBQLN1/LYST/NUB1/N4BP1/NINJ1/NFKBIL1/KMT5B/NFKBIA/UBASH3A/PAK1/SP2/WNK1/LAPTM5/LCP1/PIK3CD/APBB1IP/PTPN1/ELF1/MSH2/MAPKAPK2/MAP3K1/GBF1/FYN/TIFA/RARA/DOCK10/SKAP1/IFITM3/LCP2/SHLD1/CYSLTR1/CD226/POU2F2/SH2D1A/JAK1/SIT1/CREBBP/BRAF/ZC3HAV1/HK1/PIK3CA/CAMK4/TCF12/RELB/ISG15/SPPL2A/IL23A/LSM14A/NFKB2/TAP1/ICOS/CD96/IL17RA/RASGRP1/INPP5D/IL4R/CD200R1/TANK/STAT2/LTA/MAPK14/PTK2B/TRIM5/ERBIN/PIK3R5/MAP4K2/MALT1/UBE2J1/ST3GAL1/PTGER4/PELI1/NSD2/PAG1/NBN/GBP2/CD40LG/ANXA1/LY9/TNFAIP3/TRAFD1/SMPD1/IRF1/ERAP2/GBP4/TNFSF13B/CD38/GZMA/RGS1/GBP1/STAT1/HSPA1A/GBP5/IFI44L"
"4","CC","GO:0019866","organelle inner membrane",144,0.372955593461676,2.53138179524532,1.0686008538287e-08,1.35712308436245e-05,1.1653373521753e-05,834,"tags=63%, list=30%, signal=47%","CHCHD10/SCO2/MRPL24/MRPL11/MRPL40/NUTF2/MRPS25/TMEM126A/MRPS23/MRPS36/MRPL1/SMIM4/TIMM13/SLC25A39/MTLN/SAMM50/COQ9/ATP5PD/APOO/FPGS/MICOS13/SIGMAR1/NDUFA12/HIGD2A/MRPL15/TIMMDC1/PLSCR3/MRPS26/MRPL48/TIMM21/ATP5MC1/COQ4/THEM4/PET100/NDUFAF2/NDUFB3/PTPMT1/LMNB1/NDUFAB1/NDUFB2/SLC25A1/MRPL12/SFXN4/MRPS17/MRPS18B/HIGD1A/MRPS12/TOMM40/MRPL28/MRPL41/MRPL23/NDUFB7/ATP5MC2/TIMM50/ATP5F1D/UQCRH/SLC25A6/PAM16/MPV17/MRPL39/UQCR11/ATP5PB/PHB2/MRPL58/MRPS21/COA3/MRPL34/NDUFA7/NDUFA4/NME4/SHMT2/COX6C/MRPL51/MRPL4/COX11/TIMM17B/COX5A/MRPS33/ACADVL/COX6B1/TRAP1/MRPL10/SLC41A3/COX10/NDUFB1/SURF1/MRPS11/MICOS10/STOML2/NDUFA11/MRPS16"
"5","MF","GO:0001067","transcription regulatory region nucleic acid binding",180,-0.400787305294395,-2.25531883361802,4.38579793173253e-08,4.45597069864025e-05,3.82626244823149e-05,985,"tags=58%, list=35%, signal=40%","PATZ1/ZNF460/FOXP1/CHD2/BACH1/PLAG1/SMAD2/BACH2/GABPA/MTF2/NCOA2/SMAD4/BRD4/DNMT3A/TBL1XR1/BAZ2A/ZBTB1/ZNF217/STAT6/NLRC5/KLF13/HNRNPL/ZNF160/NRF1/RRN3/NR3C1/LRRFIP1/SETX/NR2C2/HNRNPU/MXI1/MLXIP/KLF3/SAFB/ZBTB25/LEF1/FLI1/UBTF/BPTF/GTF2A1/RUNX1/RFX7/KDM5A/CHD3/ZNF444/ZNF280D/ARID4B/ZNF384/CREBRF/YY1/MZF1/ZNF33B/CRY1/GATA3/ETS1/RBL2/CTCF/E2F3/ZNF12/BCL11B/BBX/REST/SP2/FOXK1/SP3/ADNP/SMARCA2/ZNF281/FOXN3/ELF1/NFKB1/ZNF652/RARA/LONP1/SATB1/CREB1/POU2F2/RNF10/SREBF1/RB1/TCF12/ELK3/RELB/SNAPC3/ZSCAN25/NFKB2/ZEB1/AGO2/STAT2/HIVEP1/EHMT2/KDM6B/NFATC1/CHD7/PER1/FOXK2/ZNF224/IKZF2/IRF1/CBX4/BCL11A/RBAK/STAT1/UTY"
"6","MF","GO:0000976","transcription cis-regulatory region binding",179,-0.40337692013656,-2.26814152936851,6.97129939906179e-08,4.63854238121912e-05,3.9830334910427e-05,985,"tags=58%, list=35%, signal=40%","PATZ1/ZNF460/FOXP1/CHD2/BACH1/PLAG1/SMAD2/BACH2/GABPA/MTF2/NCOA2/SMAD4/BRD4/DNMT3A/TBL1XR1/BAZ2A/ZBTB1/ZNF217/STAT6/NLRC5/KLF13/HNRNPL/ZNF160/NRF1/RRN3/NR3C1/LRRFIP1/SETX/NR2C2/HNRNPU/MXI1/MLXIP/KLF3/SAFB/ZBTB25/LEF1/FLI1/UBTF/BPTF/GTF2A1/RUNX1/RFX7/KDM5A/CHD3/ZNF444/ZNF280D/ARID4B/ZNF384/CREBRF/YY1/MZF1/ZNF33B/CRY1/GATA3/ETS1/RBL2/CTCF/E2F3/ZNF12/BCL11B/BBX/REST/SP2/FOXK1/SP3/ADNP/SMARCA2/ZNF281/FOXN3/ELF1/NFKB1/ZNF652/RARA/LONP1/SATB1/CREB1/POU2F2/RNF10/SREBF1/RB1/TCF12/ELK3/RELB/SNAPC3/ZSCAN25/NFKB2/ZEB1/AGO2/STAT2/HIVEP1/EHMT2/KDM6B/NFATC1/CHD7/PER1/FOXK2/ZNF224/IKZF2/IRF1/CBX4/BCL11A/RBAK/STAT1/UTY"
"7","BP","GO:0002520","immune system development",222,-0.373141740786174,-2.16603456013166,6.25107542132083e-08,4.63854238121912e-05,3.9830334910427e-05,985,"tags=54%, list=35%, signal=38%","PATZ1/FOXP1/SOS1/CHD2/ARID2/MLLT3/MYSM1/RHOH/SRP54/GABPA/OGT/SFXN1/DOCK11/ZFP36L1/KMT2E/ARID1B/SLC7A6OS/ZBTB1/STAT6/MAP2K1/ITFG2/CNOT4/IFI16/KLF13/PAFAH1B1/ZNF160/CARD11/STK4/KMT2A/TESPA1/CTC1/KLF3/LMO4/GPR137/LEF1/FLI1/ASXL1/SNRK/ARIH2/PRRC2C/LFNG/CUL4A/PSEN1/RUNX1/HLA-E/SLC39A7/ARID1A/MYH9/LDB1/AZI2/YY1/GATA3/ETS1/BCL11B/POLB/KMT5B/NFKBIA/REST/TGFBR2/IRF2BP2/SART3/SP3/IREB2/PBRM1/SMARCA2/PIK3CD/AGPAT5/CASP3/HIPK1/MSH2/ACTN1/RARA/GPR89B/DOCK10/CREB1/SHLD1/TMOD3/HIPK2/BRAF/MSH3/PIP4K2A/CAMK4/RB1/EVI2B/RELB/ISG15/IL23A/NFKB2/ZEB1/ITPKB/TOX/ICOS/MAD1L1/RASGRP1/INPP5D/IL4R/LTA/MAPK14/PTK2B/SOD2/MALT1/TTC7A/ST3GAL1/VEGFA/PTGER4/NSD2/NBN/NFATC1/CHD7/CD40LG/ANXA1/LY9/TNFAIP3/JARID2/IRF1/NEDD9/TNFSF13B/STAT1/HSPA1A"
"8","BP","GO:0051239","regulation of multicellular organismal process",411,-0.317745189291518,-1.94469629856376,7.30479115152618e-08,4.63854238121912e-05,3.9830334910427e-05,999,"tags=55%, list=35%, signal=41%","HIF1A/VAMP7/CCM2/PPM1B/TMBIM1/CTNNB1/SEPTIN7/BCL6/PGK1/OTUD5/KDM2B/HLA-F/ENO1/RAB1A/ATG12/CD2/ANXA5/RNF216/BTG1/SMAP1/SETD2/HLA-A/TRAF3/PATZ1/FOXP1/SOS1/PLCL1/TRIM38/FXN/ARID2/ROCK1/PLAG1/MYSM1/SMAD2/RHOH/GABPA/RPS6KA5/RTN4/OGT/NCOA2/SMAD4/ARRB2/SDCBP/NUMA1/RIOK3/ZFP36L1/ARID1B/MAP4K4/GLS/PTEN/ZBTB1/STAT6/RYK/RAB11A/MAP2K1/CNOT4/APC/LATS1/IFI16/LTBP3/KLF13/TMF1/PAFAH1B1/SEMA4D/GSK3A/CARD11/NIPBL/STK4/TESPA1/TNKS2/ORMDL3/NR2C2/CAPN7/IQGAP1/MECP2/MAPRE2/PKM/ARHGEF2/PRKCQ/C12orf57/NPHP3/GPR137/LEF1/GTF2I/IL16/CELF2/GLG1/GSK3B/DYNLT1/LFNG/IL6ST/CUL4A/PSEN1/RUNX1/HLA-E/ARID1A/TIA1/NIN/LDB1/EVL/TRIM56/PRCP/ARID4B/PARP6/PDE4B/YY1/CD2AP/CRY1/CYLD/GATA3/SORL1/ETS1/PLCG1/HSPB1/N4BP1/NINJ1/NFKBIL1/KMT5B/NFKBIA/NBR1/CEMIP2/LBH/EGLN1/REST/UBASH3A/TGFBR2/GLMN/ADORA2A/GSTM2/ADNP/WNK1/LDLRAP1/MDM2/PBRM1/SMARCA2/LAPTM5/MTPN/FTO/PIK3CD/HIPK1/MYLIP/ING2/ELF1/MSH2/NFKB1/MAPKAPK2/LDLRAD4/HDAC7/ASB3/KPNA6/RARA/GRK2/EPB41/CREB1/SHLD1/CYSLTR1/CD226/POU2F2/RAB21/HIPK2/RNF10/JAK1/BRAF/ZC3HAV1/HK1/PIK3CA/FBXO32/CLASP2/CAMK4/SREBF1/RB1/EVI2B/RELB/ISG15/CAMK2D/INO80D/IL23A/BICRAL/ZEB1/ITPKB/TOX/CD96/PDE9A/AGO2/IL17RA/RASGRP1/INPP5D/IL4R/CD200R1/KDM3A/GNAS/LTA/MAPK14/PTK2B/ERBIN/NCOA3/MALT1/KDM6B/RAB8B/UBE2J1/VEGFA/PTGER4/PELI1/NSD2/CHD7/CD40LG/PER1/HK2/VEGFB/ANXA1/LY9/TNFAIP3/SAP30/JARID2/FMR1/IRF1/NEDD9/CD38/BCL11A/DHRS3/LRRN3/GBP1/STAT1/HSPA1A/GBP5"
"9","BP","GO:0048513","animal organ development",466,-0.307030814523869,-1.89309111757163,1.0184663196737e-07,5.74867655993598e-05,4.93628588155299e-05,987,"tags=49%, list=35%, signal=38%","HPGD/PATZ1/FOXP1/SOS1/CHD2/SMYD2/ARID2/MLLT3/MAP3K4/GIGYF2/ROCK1/PLAG1/MYSM1/UBA6/SMAD2/UTP3/RHOH/SRP54/GABPA/CSDE1/RTN4/CBL/OGT/NCOA2/SMAD4/SFXN1/ARRB2/DOCK11/SDCBP/NUMA1/TBL1XR1/GPCPD1/ZFP36L1/KMT2E/ARID1B/SLC7A6OS/PTEN/ZBTB1/CCNT2/AKAP13/STAT6/RYK/MAP2K1/ITFG2/CNOT4/SLC2A1/DNAJB1/LATS1/IFI16/LTBP3/KLF13/TMF1/OGDH/PAFAH1B1/SEMA4D/ZNF160/GSK3A/CARD11/NR3C1/NIPBL/STK4/HERC1/TRPC4AP/KMT2A/TESPA1/ANKRD11/SAFB2/SLC38A10/HNRNPU/IQGAP1/MECP2/CTC1/RAB18/KLF3/LMO4/MACO1/C12orf57/RB1CC1/NPHP3/GPR137/LEF1/FLI1/ASXL1/SNRK/ARIH2/PTBP2/ATRX/BPTF/PRRC2C/GLG1/GSK3B/LFNG/IGF2R/CUL4A/PSEN1/RUNX1/ABLIM1/NOTCH2NLC/SLC39A7/ARID1A/SMCHD1/NIN/MYH9/LDB1/EVL/PCSK5/AKIRIN1/ARID4B/AZI2/ZFAND5/PPP3R1/ATG4B/YY1/SLC4A7/GATA3/SORL1/ETS1/FRG1/NUP133/BCL11B/BBX/POLB/KMT5B/NFKBIA/NBR1/LBH/EGLN1/REST/TGFBR2/IRF2BP2/SART3/FOXK1/SP3/IREB2/MDM2/PBRM1/SMARCA2/MTPN/FTO/LCP1/PIK3CD/AGPAT5/RERE/CASP3/HIPK1/FOXN3/ING2/MSH2/NFKB1/ZNF609/MAPKAPK2/LDLRAD4/FYN/ACTN1/RARA/GRK2/C1GALT1/GPR89B/DOCK10/CREB1/CHKB/CHST11/SUN1/CDC40/TMOD3/AKNA/HIPK2/TXNIP/NDE1/BRAF/PIK3CA/CLASP2/PIP4K2A/MDM4/CAMK4/SREBF1/RB1/WDR48/TCF12/EVI2B/BNIP3/RELB/ISG15/KDM7A/IL23A/NFKB2/ZEB1/ITPKB/TOX/MAD1L1/UGCG/RASGRP1/RHOBTB3/INPP5D/IL4R/GNAS/LTA/MAPK14/PTK2B/SOD2/KDM4B/NCOA3/MALT1/KDM6B/TTC7A/ST3GAL1/VEGFA/PTGER4/NSD2/NFATC1/CHD7/HECA/CD40LG/HK2/VEGFB/ANXA1/LY9/TNFAIP3/SAP30/JARID2/IRF1/NEDD9/TNFSF13B/DHRS3/STAT1/HSPA1A/UTY"
"10","CC","GO:0005740","mitochondrial envelope",187,0.31547853336609,2.21699477644448,2.22946468119675e-07,0.000113256805804795,9.725159619873e-05,869,"tags=61%, list=31%, signal=45%","TSPO/CHCHD10/SCO2/PNPT1/MRPL24/MRPL11/MRPL40/ARL2/MRPS25/TMEM126A/REXO2/MRPS23/MRPS36/MRPL1/SMIM4/TIMM13/SLC25A39/CHCHD5/MTLN/SAMM50/COQ9/ATP5PD/TRIM14/COA4/APOO/FPGS/HINT2/MICOS13/NDUFA12/CISD1/HIGD2A/MRPL15/TIMMDC1/PLSCR3/MRPS26/MRPL48/VAT1/TIMM21/ATP5MC1/COQ4/SOD1/THEM4/PET100/NDUFAF2/NDUFB3/PTPMT1/NDUFAB1/NDUFB2/QTRT1/SLC25A1/MRPL12/SFXN4/MRPS17/MRPS18B/HIGD1A/MRPS12/TOMM40/TOMM5/MRPL28/MRPL41/MRPL23/NDUFB7/ATP5MC2/TIMM50/ATP5F1D/CARD19/UQCRH/SLC25A6/PAM16/MPV17/PRELID1/MRPL39/UQCR11/ATP5PB/AMBRA1/PHB2/MRPL58/MRPS21/COA3/MRPL34/NDUFA7/HTRA2/NDUFA4/NME4/TOMM7/SHMT2/COX6C/MRPL51/MRPL4/COX11/TIMM17B/COX17/COX5A/MRPS33/ACADVL/COX6B1/TRAP1/MRPL10/KRAS/SLC41A3/COX10/NDUFB1/SURF1/MRPS11/MICOS10/STOML2/BLOC1S1/NDUFA11/MRPS16/MRPL33/UBB/CHCHD2/SYNJ2BP/MRPL16"
