"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"1","BP","GO:0002399","MHC class II protein complex assembly",6,0.970972846051195,2.16901197233827,1.82738864135355e-08,2.21844981060321e-05,1.93703195983476e-05,15,"tags=83%, list=2%, signal=82%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"2","BP","GO:0002503","peptide antigen assembly with MHC class II protein complex",6,0.970972846051195,2.16901197233827,1.82738864135355e-08,2.21844981060321e-05,1.93703195983476e-05,15,"tags=83%, list=2%, signal=82%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"3","BP","GO:0034976","response to endoplasmic reticulum stress",27,-0.638709944958115,-2.7814654012095,1.53159053215319e-07,6.87474863887764e-05,6.0026635561864e-05,218,"tags=85%, list=32%, signal=60%","SEC61B/ATF4/HSP90B1/ERN1/ERO1A/SELENOS/PDIA4/HM13/GORASP2/SDF2L1/CALR/P4HB/MANF/XBP1/HERPUD1/DNAJB9/DDIT3/PMAIP1/HSPA5/HYOU1/THBS1/PPP1R15A/BCL2"
"4","MF","GO:0042605","peptide antigen binding",9,0.907156512775102,2.27935995716436,1.47567169688484e-07,6.87474863887764e-05,6.0026635561864e-05,15,"tags=56%, list=2%, signal=55%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"5","BP","GO:0002396","MHC protein complex assembly",8,0.929601599190229,2.24765055031154,1.6988670442037e-07,6.87474863887764e-05,6.0026635561864e-05,15,"tags=62%, list=2%, signal=62%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"6","BP","GO:0002501","peptide antigen assembly with MHC protein complex",8,0.929601599190229,2.24765055031154,1.6988670442037e-07,6.87474863887764e-05,6.0026635561864e-05,15,"tags=62%, list=2%, signal=62%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"7","BP","GO:0019886","antigen processing and presentation of exogenous peptide antigen via MHC class II",9,0.897002802827388,2.25384731458775,3.70559429001631e-07,0.00012853118480228,0.000112226569926208,15,"tags=56%, list=2%, signal=55%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"8","BP","GO:0002495","antigen processing and presentation of peptide antigen via MHC class II",10,0.880532032527276,2.29690008047747,7.67309924003082e-07,0.000208530700748426,0.000182077877095001,15,"tags=50%, list=2%, signal=50%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"9","CC","GO:0042613","MHC class II protein complex",7,0.924128071130582,2.14681988326665,7.7297211974293e-07,0.000208530700748426,0.000182077877095001,15,"tags=71%, list=2%, signal=71%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"10","CC","GO:0042611","MHC protein complex",10,0.874348291992568,2.28076956664363,1.27461301956402e-06,0.000309476041150145,0.000270217960147573,15,"tags=50%, list=2%, signal=50%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"11","BP","GO:0019884","antigen processing and presentation of exogenous antigen",12,0.851060337530638,2.34349843851846,1.95165238533594e-06,0.000420646388275637,0.000367285973288447,15,"tags=42%, list=2%, signal=41%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"12","MF","GO:0003823","antigen binding",14,0.819950005936819,2.33009175483678,2.0789772072931e-06,0.000420646388275637,0.000367285973288447,43,"tags=50%, list=6%, signal=48%","HLA-DRB5/LAG3/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1/IGLV2-14"
"13","BP","GO:0048002","antigen processing and presentation of peptide antigen",16,0.787834476540354,2.31999790479449,4.04331792326617e-06,0.000667582961654819,0.000582897808364175,15,"tags=31%, list=2%, signal=31%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"14","BP","GO:0002478","antigen processing and presentation of exogenous peptide antigen",11,0.86058237166114,2.30454424597387,4.12427694597293e-06,0.000667582961654819,0.000582897808364175,15,"tags=45%, list=2%, signal=45%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"15","CC","GO:0032588","trans-Golgi network membrane",7,0.90956469886956,2.11298806047706,3.88274388448057e-06,0.000667582961654819,0.000582897808364175,15,"tags=71%, list=2%, signal=71%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
"16","MF","GO:0023026","MHC class II protein complex binding",10,0.856358950839872,2.23384371089393,4.73906860094069e-06,0.00071915366019275,0.000627926589624642,15,"tags=50%, list=2%, signal=50%","HLA-DRB5/HLA-DRB1/HLA-DRA/HLA-DPB1/HLA-DPA1"
